MCST NUMBER	MCST UEN	DEVELOPMENT NAME	DEVELOPMENT LOCATION	MCST ADDRESS	MCST STATUS	MC TEL NO	DATE OF MC CONSTITUTION	MANAGING AGENT	MA TEL NO		
149	S72MC0149J			TERMINATED  - SINGAPORE 	TERMINATED		02/10/1972	BRITISH AND MALAYAN TRUSTEES LTD	65354922		
150	S72MC0150F			TERMINATED  - SINGAPORE 	TERMINATED		02/10/1972	BRITISH AND MALAYAN TRUSTEES LTD	65354922		
151	S72MC0151B	EAST VILLE	43Q JOO CHIAT LANE 428103	1557 KEPPEL ROAD 03-05B SINGAPORE 089066	ACTIVE	68420768	03/10/1972	ALADDIN MANAGEMENT SOLUTIONS PTE LTD	68420768		
152	S72MC0152J	LAVENDER STREET	205 LAVENDER STREET 338764	205 LAVENDER STREET - SINGAPORE 338764	ACTIVE	62913274	09/10/1972	NIL			
153	S72MC0153E	Terminated		118A KOON SENG ROAD - SINGAPORE 427050	TERMINATED	63457724	15/12/1980	NIL			
154	S72MC0154A	DEVONSHIRE MANSIONS (Terminated)	61 DEVONSHIRE ROAD 239858	78 SHENTON WAY 22-01 SINGAPORE 079120	TERMINATED	62218111	16/10/1972	MCL LAND PROPERTY MANAGEMENT PTE LTD	62218111		
155	S72MC0155H	83/83A/85/85A JOO CHIAT TERRACE	85A JOO CHIAT TERRACE 427245	83 JOO CHIAT TERRACE - SINGAPORE 427245	ACTIVE	98555958	01/11/1972	MCL LAND PROPERTY MANAGEMENT PTE LTD	62218111		
156	S72MC0156D		467E JOO CHIAT ROAD 427678	467D JOO CHIAT ROAD - SINGAPORE 427678	ACTIVE	63440690	07/11/1972	MCST			
157	S72MC0157L		16/A/B KIM KEAT LANE 328874	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	10/11/1972	CENCON PROPERTIES PTE LTD	67412232		
158	S72MC0158G		8/A/B KIM KEAT LANE 328865	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67417804		
159	S72MC0159C		4/A/B KIM KEAT LANE 328861	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67412232		
160	S72MC0160L		2/A/B KIM KEAT LANE 328859	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67412232		
161	S72MC0161G		1/A/B KIM KEAT CLOSE 328913	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67417804		
162	S72MC0162C		3/A/B KIM KEAT CLOSE 328915	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67412232		
163	S72MC0163K		5/A/B KIM KEAT CLOSE 328917	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67412232		
164	S72MC0164F		7/A/B KIM KEAT CLOSE 328919	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67412232		
165	S72MC0165B		9B KIM KEAT CLOSE 328921	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	14/11/1972	CENCON PROPERTIES PTE LTD	67419492		
166	S72MC0166J		11/A/B KIM KEAT CLOSE 328923	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67412232		
167	S72MC0167E		15/A/B KIM KEAT CLOSE 328926	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67412232		
168	S72MC0168A		19/A/B KIM KEAT CLOSE 328930	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67417804		
169	S72MC0169H		21/A/B KIM KEAT CLOSE 328931	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67412232		
170	S72MC0170E		23/A/B KIM KEAT CLOSE 328932	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67419492		
171	S72MC0171A		2/A/B KIM KEAT CLOSE 328914	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67412232		
172	S72MC0172H		4/A/B KIM KEAT CLOSE 328916	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67419492		
173	S72MC0173D		6/A/B KIM KEAT CLOSE 328918	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67412232		
174	S72MC0174L		8/A/B KIM KEAT CLOSE 328920	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67419492		
175	S72MC0175G		10/A/B KIM KEAT CLOSE 328922	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	15/11/1972	CENCON PROPERTIES PTE LTD	67412232		
176	S72MC0176C		12/A/B KIM KEAT CLOSE 328924	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	16/11/1972	CENCON PROPERTIES PTE LTD	67419492		
177	S72MC0177K		14/A/B KIM KEAT CLOSE 328925	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	16/11/1972	CENCON PROPERTIES PTE LTD	67412232		
178	S72MC0178F		16/A/B KIM KEAT CLOSE 328927	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	16/11/1972	CENCON PROPERTIES PTE LTD	67419492		
179	S72MC0179B		6/A/B KIM KEAT LANE 328863	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	16/11/1972	CENCON PROPERTIES PTE LTD	67412232		
180	S72MC0180K		17/A/B KIM KEAT CLOSE 328928	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	16/11/1972	CENCON PROPERTIES PTE LTD	67417804		
181	S72MC0181F		18/A/B KIM KEAT CLOSE 328929	2 TANNERY ROAD 01-01 SINGAPORE 347720	ACTIVE	67412232	16/11/1972	CENCON PROPERTIES PTE LTD	67412232		
182	S72MC0182B	LUCKY COURT		71 & 79A/B LUCKY HEIGHTS - SINGAPORE 467623	ACTIVE	64404600	30/11/1972	OUTOCOZ PROPERTY SERVICES PTE LTD	64404600		
183	S72MC0183J	CARLISLE LODGE	81/A/B/C CARLISLE ROAD 219644	TERMINATED CARLISLE ROAD - SINGAPORE 	TERMINATED		04/12/1972	OUTOCOZ PROPERTY SERVICES PTE LTD	64404600		
184	S72MC0184E	WOO MON CHEW COURT	2E WOO MON CHEW ROAD 455056	2 WOO MON CHEW ROAD - SINGAPORE 455056	ACTIVE		27/12/1972				
185	S73MC0185F	WOOLLERTON PARK APARTMENTS	22 WOOLLERTON PARK 257526	30 WOOLLERTON PARK - SINGAPORE 257530	ACTIVE	64669723	27/01/1973	COLLIERS INTERNATIONAL CONSULTANCY & VALUATION (S) PTE LTD	62232323		
186	S73MC0186B	HOOT KIAM MANSIONS	20 HOOT KIAM ROAD 249400		ACTIVE	67336845	26/02/1973	KIRIN PROPERTIES & SERVICES	67336845		
187	S73MC0187J	ELLING COURT		1 YUK TONG AVENUE 01-01 SINGAPORE 596306	TERMINATED	64661342	11/04/1973	PREMAS INTERNATIONAL LTD	65384733		
188	S73MC0188E		9B LORONG 20 GEYLANG 398729	51 JURONG EAST AVENUE 1 16-02 SINGAPORE 609782	TERMINATED	97892503	19/04/1973				
189	S73MC0189A	STILL MANSION	2 STILL ROAD 423950	701 GEYLANG ROAD 03-04 SINGAPORE 389687	ACTIVE	64664703	24/04/1973	BARRINGHAM INTERNATIONAL PROPERTY MANAGEMENT PTE LTD	64664703		
190	S73MC0190J		58C UPPER WELD ROAD 207412	58C UPPER WELD ROAD - SINGAPORE 207412	ACTIVE		02/05/1973	NIL			
191	S73MC0191E	PELIKAT MANSIONS		PO BOX 141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
192	S73MC0192A		193B JALAN PELIKAT 192	POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
193	S73MC0193H			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
194	S73MC0194D	PELIKAT MANSIONS		POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
195	S73MC0195L			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
196	S73MC0196G			POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
197	S73MC0197C			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
198	S73MC0198K			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
199	S73MC0199F			POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
02-3440	T09MC0082G	ATRIUM RESIDENCES	1 LORONG 28 GEYLANG 389406	3 LORONG 28 GEYLANG 01-05 SINGAPORE 398408	ACTIVE	65090310	18/09/2009	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
02-3516	T10SM0002H	YEW TEE POINT / RESIDENCES	23 CHOA CHU KANG NORTH 6 689580	25 CHOA CHU KANG NORTH 6 03-16 SINGAPORE 689680	ACTIVE	63149923	12/01/2010	ONE MARINA PROPERTY SERVICES PTE LTD	65946300		
02-3586	T11SM0009G	THE CENTRIS	65 JURONG WEST CENTRAL 3 648332	81 JURONG WEST CENTRAL 2 02-36 SINGAPORE 648340	ACTIVE	67902030	05/09/2011	SavillsCKH Pte Ltd	63463238		
02-3646	T11SM0011L	THE ORCHARD RESIDENCES / ION ORCHARD	238 ORCHARD BOULEVARD 237973	238 ORCHARD BOULEVARD 02-05 SINGAPORE 237973	ACTIVE	66346246	05/12/2011				
02-3663	T11SM0002B	MIDVIEW CITY	20 SIN MING LANE 573962	18 SIN MING LANE 01-19 SINGAPORE 573960	ACTIVE	6256 9333	31/08/2011	Newman & Goh Property Consultants Pte Ltd	62569333		
02-3873	T13SM0002A	SCOTTS SQUARE		501 ORCHARD ROAD 11-01 SINGAPORE 238880	ACTIVE		10/01/2013				
200	S73MC0200K			POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
201	S73MC0201F			POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
202	S73MC0202B			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
203	S73MC0203J			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
204	S73MC0204E			POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
205	S73MC0205A			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
206	S73MC0206H			POBOX0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
207	S73MC0207D			POBOX 0141 UPPER SERANGOON ROAD - SINGAPORE 915425	TERMINATED	67336845	12/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
208	S73MC0208L	BO BO TAN GARDEN (Building demolished)		101 THOMSON ROAD 04-00 SINGAPORE 307591	TERMINATED	62508966	25/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
209	S73MC0209G	BO BO TAN GARDENS (Buiding demolished)	44 CHAY YAN STREET 169902	51B CHAY YAN STREET - SINGAPORE 169920	TERMINATED	62259910	25/05/1973	KIRIN PROPERTIES & SERVICES	67336845		
210	S73MC0210D	KATONG MANSION		50 RAFFLES PLACE 11-02 SINGAPORE 048623	TERMINATED		29/06/1973	MCST			
211	S73MC0211L	SAM LEONG MANSION	23C SAM LEONG ROAD 207914	24  SAM LEONG ROAD - SINGAPORE 207915	ACTIVE	96606584	30/06/1973	MCST			
212	S73MC0212G	MULTI-VIEW TOWER	16 JALAN DATOH 329413	16 JALAN DATOH - SINGAPORE 329413	TERMINATED	64497141	09/07/1973	TP & III  ENTERPRISE PTE LTD	68832263		
213	S73MC0213C	PARK HOUSE	21H ORCHARD BOULEVARD 148645	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	ACTIVE	63345565	07/08/1973	DICKSON FACILITIES & STRATA MANAGEMENT	63345565		
214	S73MC0214K	WATTEN RISE ESTATE	36/A/B/C WATTEN RISE 287347	531 UPPER CROSS STREET 04-12 SINGAPORE 050531	TERMINATED	63345565	16/08/1973	DICKSON PROPERTY CONSULTANTS PTE LTD	63345565		
215	1932	BOTANIC GARDENS VIEW	1 TAMAN SERASI 257724	9 TAMAN SERASI - SINGAPORE 257720	ACTIVE	64724787	21/08/1973	Property Facility Serivces Pte Ltd	62211313		
216	S73MC0216B			80 MARINE PARADE ROAD 21-01 SINGAPORE 449269	ACTIVE	63461959	30/08/1973	PROPERTY FACILITY SERVICES PTE LTD	62211313		
217	S73MC0217J	CAVENAGH HOUSE	100 CLEMENCEAU AVENUE NORTH 229491	100 CLEMENCEAU AVENUE NORTH 01-105 SINGAPORE 229491	ACTIVE	67383762	04/09/1973	SCMS PROPERTY MANAGEMENT PTE LTD	65354600		
218	S73MC0218E	203/A TO D LAVENDER ST	203C LAVENDER STREET 338763	1 GOLDHILL PLAZA 03-35 SINGAPORE 308899	ACTIVE		05/09/1973	NIL			
219	S73MC0219A	UNION BUILDING	171 TRAS STREET 079025	171 TRAS STREET 10-179A SINGAPORE 097025	ACTIVE	62232504	10/09/1973	NIL			
220	S73MC0220J	AMSTERDAM APARTMENT	8B GREENLEAF WALK 279225	3 PHILLIP STREET 10-03 SINGAPORE 048693	ACTIVE	65357118	12/09/1973	NIL			
221	S73MC0221E	MANDALAY MANSION	15 MINBU ROAD 308166	15 MINBU ROAD 01-00 SINGAPORE 308166	ACTIVE	98531828	21/09/1973	PENTAGON PROPERTY CONSULTANTS PTE LTD	63385533		
222	S73MC0222A	BASSEIN COURT	1 BASSEIN ROAD 309834	1D BASSEIN ROAD - SINGAPORE 309834	TERMINATED	63564247	28/09/1973	NIL			
223	S73MC0223H	LION TOWERS	2 ESSEX ROAD 309330	170 UPPER BUKIT TIMAH ROAD 04-15 SINGAPORE 588179	ACTIVE	90620425	13/10/1973	KENWOOD PROPERTY CONSULTANTS PTE LTD	63374817		
224	S73MC0224D	THONG TECK BUILDING	15 SCOTTS ROAD 228218	15 SCOTTS ROAD 07-00 SINGAPORE 228218	ACTIVE	67349060	24/11/1973	PROPERTY FACILITY SERVICES PTE LTD	62211313		
225	S73MC0225L	THONG TECK BUILDING	15 SCOTTS ROAD 228218	15 SCOTTS ROAD 07-00 SINGAPORE 228218	ACTIVE	67349060	19/12/1973	COLLIERS INTERNATIONAL ASSET MANAGEMENT PTE LTD	62211313		
226	S73MC0226G	TAI KENG COURT	2 JALAN LOKAM 574328	745 LORONG 5 TOA PAYOH 02-01B SINGAPORE 319455	TERMINATED	65111823	27/12/1973	Exceltec Property Management Pte Ltd	65682033		
227	S74MC0227H	LLOYD COURT	48F LLOYD ROAD 239107	40 LLOYD ROAD - SINGAPORE 239107	ACTIVE	62569333	21/02/1974	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
228	S74MC0228D			TERMINATED  - SINGAPORE 	TERMINATED		19/03/1974	NEWMAN & GOH PROPERTY CONSULTANTS PTE LTD	62569333		
229	S74MC0229L	LOCK CHO APARTMENTS (Terminated )		49 JALAN RAJA UDANG 01-01 SINGAPORE 329210	TERMINATED	62513562	20/03/1974	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
230	S74MC0230H		16C LORONG 22 GEYLANG 398674	14A LORONG 22 GEYLANG - SINGAPORE 398672	ACTIVE	67444000	25/03/1974	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
231	S74MC0231D		30/A/B/C PEGU ROAD 328374	123 KITCHENER ROAD - SINGAPORE 208512	TERMINATED	62983500	25/04/1974	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
232	S74MC0232L	BEVERLY MAI	31 TOMLINSON ROAD 247855	31 TOMLINSON ROAD - SINGAPORE 247855	TERMINATED	62353562	04/05/1974	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723033		
233	S74MC0233G		8B LORONG 15 GEYLANG 388601	8 LORONG 15 GEYLANG - SINGAPORE 388601	ACTIVE	67478096	09/05/1974	NIL			
234	S74MC0234C	COMFORT MANSION	25 JALAN DATOH 329418	25 JALAN DATOH 01-00 SINGAPORE 329418	TERMINATED	68778228	28/05/1974	HBA GROUP PROPERTY CONSULTANTS PTE LTD	63387222		
235	S74MC0235K	LOKE YEW BUILDING		395A CHANGI ROAD - SINGAPORE 419843	ACTIVE	67423885	31/05/1974				
236	S74MC0236F	ANSON CENTRE	51 ANSON ROAD 79904	51 ANSON ROAD 01-00 SINGAPORE 079904	ACTIVE	62207821	04/06/1974	KINGSTON PROPERTY MAINTENANCE SERVICES PTE LTD	62207535		
237	S74MC0237B		21/A/B/C OPAL CRESCENT 328416	21 OPAL CRESCENT - SINGAPORE 328416	ACTIVE		17/06/1974	NIL			
238	S74MC0238J		19/A/B OPAL CRESCENT 328414	1 YOUNGBERG TERRACE 08-15 SINGAPORE 357741	ACTIVE	98553341	17/06/1974	NIL			
239	S74MC0239E		17/A/B OPAL CRESCENT 328412	1 YOUNGBERG TERRACE 08-15 SINGAPORE 357741	ACTIVE	96381508	17/06/1974	NIL			
240	S74MC0240B		212B GEYLANG ROAD 389272	212 GEYLANG ROAD - SINGAPORE 389272	ACTIVE		28/06/1974	MCST			
241	S74MC0241J			210/A/B GEYLANG ROAD - SINGAPORE 389270	ACTIVE	62982733	23/07/1974	MCST			
242	S74MC0242E		4 GOLDHILL AVENUE 309000	160 PAYA LEBAR ROAD 05-05/06 SINGAPORE 409022	ACTIVE	68485678	27/07/1974	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723033		
243	S74MC0243A			TERMINATED  - SINGAPORE 	TERMINATED		16/09/1974	KNIGHT FRANK ESTATE MANAGEMENT PTE LTD	63723033		
244	S74MC0244H	LONG BEACH TOWNHOUSES	389 PASIR PANJANG ROAD 118731	393A PASIR PANJANG ROAD - SINGAPORE 118729	ACTIVE	98428866	21/09/1974				
245	S7728574A	KUM HING COURT	28 TOMLINSON ROAD 247854	28 / 36 TOMLINSON ROAD - SINGAPORE 247856	ACTIVE	90476133	01/10/1974	EPM Services Pte Ltd	68621353		
246	S83MC0646F	MANAGEMENT CORPN STRATA TITLE PLAN NO 0246	77 #01-00 LORONG 19 GEYLANG 338513	369 CHANGI ROAD - SINGAPORE 419969	ACTIVE	meiting - 6746 0993	22/10/1974	ASCENT PROPERTY MANAGEMENT SERVICES PTE LTD	64497141		
247	S74MC0247G	WESTWOOD APARTMENTS	15 ORCHARD BOULEVARD 248644	15 ORCHARD BOULEVARD 01-15 SINGAPORE 248644	TERMINATED	63463250	14/11/1974	CKH STRATA MANAGEMENT PTE LTD	63463238		
248	S75MC0248H	ENG SAY GARDEN		119 TANGLIN ROAD 05-28 SINGAPORE 247909	TERMINATED		08/01/1975	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
249	S8133771C	MOULMEIN COURT	91 MOULMEIN ROAD 308078	91 MOULMEIN ROAD - SINGAPORE 308078	ACTIVE	63385533	22/01/1975	Pentagon Property Consultants Pte Ltd	63385533		
250	S75MC0250A			TERMINATED  - SINGAPORE 	TERMINATED		27/01/1975	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
251	S75MC0251H			TERMINATED  - SINGAPORE 	TERMINATED		27/01/1975	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
252	S75MC0252D			TERMINATED  - SINGAPORE 	TERMINATED		27/01/1975	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
253	S75MC0253L			35 LORONG 24A GEYLANG - SINGAPORE 398559	ACTIVE	67447206	14/02/1975	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
254	S75MC0254G		94 LORONG 27 GEYLANG 388197	94 LORONG 27 GEYLANG - SINGAPORE 388197	ACTIVE		14/02/1975	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
255	S75MC0255C		92B LORONG 27 GEYLANG 338196	92B LORONG 27 GEYLANG - SINGAPORE 388196	ACTIVE		14/02/1975	LANDSFIELD PROPERTY MANAGEMENT  PTE LTD	68421731		
256	S75MC0256K			90 LORONG 27 GEYLANG - SINGAPORE 388197	ACTIVE	97560954	14/02/1975	NIL			
257	S75MC0257F		110/A/B SHREWSBURY ROAD 307853	110 SHREWSBURY ROAD - SINGAPORE 307853	ACTIVE		21/02/1975				
258	S75MC0258B			12 LORONG 12 GEYLANG - SINGAPORE 389993	ACTIVE	67412422	06/03/1975	NIL			
259	S75MC0259J	BALESTIER CENTRE	568/A-E BALESTIER ROAD 329885	566E BALESTIER ROAD - SINGAPORE 329883	ACTIVE	62535551	07/03/1975	MCST			
260	S75MC0260F		39C KINTA ROAD 219108	1 YUK TONG AVENUE 01-01 SINGAPORE 596306	ACTIVE	64661342	27/03/1975	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
261	S75MC0261B		234B SIMS AVENUE 387510	234 SIMS AVENUE - SINGAPORE 387510	ACTIVE	94879530	27/03/1975	PHILIP MOHTA MANAGEMENT PTE LTD	64661342		
262	S75MC0262J	STANDARD INDUSTRIAL BUILDING	11 JALAN MESIN 368813	11 JALAN MESIN - SINGAPORE 368813	ACTIVE	64179222	06/05/1975	DTZ DEBENHAM TIE LEUNG PROPERTY MANAGEMENT SERVICES PTE LTD	64179222		
263	S75MC0263E		6C DUKES ROAD 268888	1A YUK TONG AVENUE 01-01 SINGAPORE 596306	ACTIVE	64661342	07/06/1975	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
264	S75MC0264A	LILY TAN MANSION	3B BRISTOL ROAD 219842	3C BRISTOL ROAD - SINGAPORE 219842	ACTIVE	62994252	13/06/1975	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
265	S75MC0265H	en	103A/B/C/D SOPHIA ROAD 228168	103 SOPHIA ROAD - SINGAPORE 288168	ACTIVE	93832733	14/06/1975	NIL	93832733		
266	S75MC0266D	STARPOINT	319H PASIR PANJANG ROAD 118653	200 JALAN SULTAN 11-01 SINGAPORE 199018	ACTIVE	62915355	12/07/1975	WISELY 98 PTE LTD	62915355		
267	S75MC0267L			TERMINATED  - SINGAPORE 	TERMINATED		12/07/1975	WISELY 98 PTE LTD	62915355		
268	S75MC0268G	HUP CHEONG MANSION	44/A/B/C/D MAR THOMA ROAD 328712	1 KIM SENG PROMENADE 05-02 SINGAPORE 237994	TERMINATED		05/08/1975	PHILIP MOHTA PROPERTY MANAGEMENT PTE LTD	64661342		
269	S75MC0269C		3 SARKIES ROAD 258118	1014 GEYLANG EAST AVENUE 3 07-216 SINGAPORE 389729	ACTIVE	68440801	07/08/1975	HALLEY SERVICES PTE LTD	68440801		
270	S0103472C	THE BELMONT	1 BELMONT ROAD 269852	1 BELMONT ROAD 01-01 SINGAPORE 269852	ACTIVE	63393779	01/10/1975	FIRST BOSTON PROPERTY CONSULTANTS PTE LTD	63393779		
271	S75MC0271G	FABER HILLS APARTMENTS	110A FABER DRIVE 129407	21 BUKIT BATOK CRESCENT 26-82 SINGAPORE 658065	ACTIVE	98531828	03/10/1975	CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD	64685100		
272	S75MC0272C		397B JOO CHIAT ROAD 427625	9 JALAN CHERMAI - SINGAPORE 809320	ACTIVE	64825322	31/10/1975	MCST			
273	S75MC0273K	RISING COURT		266 SERANGOON CENTRAL DRIVE 3-255 SINGAPORE 550266	ACTIVE	62273233	31/10/1975	BERNARD VALUERS & REAL ESTATE CONSULTANTS PTE LTD	62273233		
274	S75MC0274F	FERNHILL PLACE (En-bloc sale completed)	9A FERNHILL ROAD 259049	1-15A FERNHILL ROAD - SINGAPORE 259049	TERMINATED	62501102	31/10/1975	BOND PROPERTIES PTE LTD	62501102		
275	S75MC0275B	SHAN COURT	12 SHAN ROAD 328105	12 SHAN ROAD - SINGAPORE 328105	ACTIVE	66990157	29/11/1975	BOND PROPERTIES PTE LTD	62501102		
276	S75MC0276J	WATERLOO VIEW	166 WATERLOO STREET 187963	166 WATERLOO STREET 01-166 SINGAPORE 187963	ACTIVE		16/12/1975	NIL			
277	S75MC0277E	HILLTOP CENTRE			ACTIVE	67416688	17/12/1975	NHP MANAGEMENT SERVICES	62953655		
278	S75MC0278A	JOO CHIAT COURT	56C JOO CHIAT LANE 428107	56 JOO CHIAT LANE - SINGAPORE 428108	TERMINATED	64409844	19/12/1975	MCST			
279	S75MC0279H		6/A-G AH HOOD ROAD 329973	TERMINATED CROSS STREET - SINGAPORE 	TERMINATED		31/12/1975	MCST			
280	S76MC0280K	PUBLIC MANSION	432 BALESTIER ROAD 329813	432 BALESTIER ROAD 02-444 SINGAPORE 329813	ACTIVE	62553900	17/02/1976	NIL			
281	S76MC0281F		6 ROBIN LANE 258235	6 ROBIN LANE - SINGAPORE 258235	ACTIVE		01/03/1976	NIL			
282	S76MC0282B	PHOENIX HEIGHTS	73B PHOENIX AVENUE 668378		ACTIVE	67631421	11/03/1976	NIL			
283	S76MC0283J	PHOENIX HEIGHT	8B PHOENIX ROAD 668161	540 SIMS AVENUE 03-06 SINGAPORE 387603	ACTIVE	68421731	16/03/1976	NIL			
284	S76MC0284E		47C LORONG 33 GEYLANG 387995	45A LORONG 33 GEYLANG - SINGAPORE 387993	TERMINATED	67486123	22/03/1976	NIL			
285	S76MC0285A	MARYLAND POINT - Terminated		35 AMBER GARDENS 01-37 SINGAPORE 439966	TERMINATED	63440209	24/03/1976	ILAND PROPERTY CONSULTANTS PTE LTD	63488278		
286	S76MC0286H	GRACE COURT	7J WOO MON CHEW ROAD 455059	1 YUK TONG AVENUE 1-1 SINGAPORE 596306	ACTIVE	64661342	03/04/1976	PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD	64661342		
